doc_id,nom_document,version,statut,date_mise_a_jour,responsable,discipline,criticite,type_document,projet,conformite,nb_revisions,commentaire
BTP-2024-0491,Plan d'exécution Plomberie - Grand - Lot 3,E,Validé,2026-02-17,Bernard C.,Plomberie,Critique,Plan d'exécution,Grand Paris Ligne 16,Conforme,3,
BTP-2024-0492,DOE Plomberie - Stade - Lot 2,B,Validé,2024-03-28,Lefebvre M.,Plomberie,Haute,DOE,Stade Bordeaux,Conforme,7,
BTP-2024-0493,Fiche de contrôle CVC - A89 - Lot 2,E,Obsolète,2026-04-24,Petit A.,CVC,Haute,Fiche de contrôle,A89 Tunnel Est,Non conforme,5,
BTP-2024-0494,Note de calcul VRD - Stade - Lot 2,A,Validé,2025-01-31,,VRD,Moyenne,Note de calcul,Stade Bordeaux,Conforme,5,
BTP-2024-0495,PV de réception Génie civil - Grand - Lot 4,E,En révision,2026-03-27,,Génie civil,Moyenne,PV de réception,Grand Paris Ligne 16,En attente,3,
BTP-2024-0496,Fiche de contrôle CVC - Viaduc - Lot 5,B,Validé,2026-05-08,Martin T.,CVC,Moyenne,Fiche de contrôle,Viaduc Saône,Non conforme,0,
BTP-2024-0497,Plan d'exécution Électricité - A89 - Lot 1,,Manquant,,Bernard C.,Électricité,Moyenne,Plan d'exécution,A89 Tunnel Est,Non conforme,7,
BTP-2024-0498,Plan d'exécution Génie civil - A89 - Lot 1,B,En révision,2026-05-15,Bernard C.,Génie civil,Moyenne,Plan d'exécution,A89 Tunnel Est,En attente,4,
BTP-2024-0499,DOE Génie civil - Viaduc - Lot 3,A,Obsolète,2025-01-03,Petit A.,Génie civil,Moyenne,DOE,Viaduc Saône,Non conforme,7,
BTP-2024-0500,DOE Plomberie - A89 - Lot 5,C,Obsolète,2026-04-20,Rousseau S.,Plomberie,Critique,DOE,A89 Tunnel Est,Conforme,3,
BTP-2024-0501,PV de réception Façade - Stade - Lot 1,A,Obsolète,2025-11-29,Durand K.,Façade,Moyenne,PV de réception,Stade Bordeaux,Non conforme,8,
BTP-2024-0502,Fiche de contrôle VRD - Grand - Lot 4,C,Manquant,,Durand K.,VRD,Critique,Fiche de contrôle,Grand Paris Ligne 16,Non conforme,8,
BTP-2024-0503,DOE Plomberie - Viaduc - Lot 4,A,Validé,2026-03-26,Durand K.,Plomberie,Moyenne,DOE,Viaduc Saône,Conforme,5,
BTP-2024-0504,DOE Façade - Viaduc - Lot 4,C,Validé,2026-04-13,Bernard C.,Façade,Critique,DOE,Viaduc Saône,Conforme,7,
BTP-2024-0505,Note de calcul Génie civil - Stade - Lot 5,A,Validé,2024-06-06,Rousseau S.,Génie civil,Faible,Note de calcul,Stade Bordeaux,Conforme,6,
BTP-2024-0506,Fiche de contrôle Façade - A89 - Lot 3,D,Obsolète,2026-04-17,Lefebvre M.,Façade,Moyenne,Fiche de contrôle,A89 Tunnel Est,Non conforme,3,
BTP-2024-0507,Plan d'exécution VRD - A89 - Lot 2,D,En révision,2024-11-22,Rousseau S.,VRD,Haute,Plan d'exécution,A89 Tunnel Est,Conforme,2,
BTP-2024-0508,DOE Structure - Stade - Lot 5,A,Validé,2025-11-30,Martin T.,Structure,Faible,DOE,Stade Bordeaux,Conforme,3,
BTP-2024-0509,Plan d'exécution VRD - A89 - Lot 2,C,En révision,2024-11-22,Rousseau S.,VRD,Haute,Plan d'exécution,A89 Tunnel Est,Conforme,2,
BTP-2024-0510,Note de calcul Structure - Stade - Lot 5,E,Validé,2026-05-16,Lefebvre M.,Structure,Moyenne,Note de calcul,Stade Bordeaux,Conforme,7,
BTP-2024-0511,CCTP Structure - Grand - Lot 2,A,Validé,2026-05-06,,Structure,Moyenne,CCTP,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0512,Plan d'exécution Électricité - Grand - Lot 3,B,En révision,2026-04-26,Lefebvre M.,Électricité,Moyenne,Plan d'exécution,Grand Paris Ligne 16,Non conforme,5,
BTP-2024-0513,Fiche de contrôle Génie civil - A89 - Lot 2,C,Validé,2024-04-26,,Génie civil,Haute,Fiche de contrôle,A89 Tunnel Est,Conforme,5,
BTP-2024-0514,Note de calcul Structure - Grand - Lot 1,E,Validé,2024-09-01,Martin T.,Structure,Moyenne,Note de calcul,Grand Paris Ligne 16,Conforme,7,
BTP-2024-0515,Fiche de contrôle Façade - Viaduc - Lot 3,D,Manquant,,Rousseau S.,Façade,Faible,Fiche de contrôle,Viaduc Saône,Non conforme,1,
BTP-2024-0516,PV de réception CVC - Stade - Lot 1,B,Validé,2024-08-24,Martin T.,CVC,Haute,PV de réception,Stade Bordeaux,Conforme,6,
BTP-2024-0517,CCTP Façade - Stade - Lot 1,C,Manquant,,Rousseau S.,Façade,Haute,CCTP,Stade Bordeaux,Non conforme,6,
BTP-2024-0518,Fiche de contrôle Génie civil - Grand - Lot 2,E,Obsolète,2025-07-04,Lefebvre M.,Génie civil,Moyenne,Fiche de contrôle,Grand Paris Ligne 16,Non conforme,4,
BTP-2024-0519,CCTP VRD - Stade - Lot 5,C,Manquant,,Martin T.,VRD,Moyenne,CCTP,Stade Bordeaux,Non conforme,4,
BTP-2024-0520,DOE VRD - Grand - Lot 2,A,En révision,2026-03-29,Lefebvre M.,VRD,Faible,DOE,Grand Paris Ligne 16,Non conforme,4,
